id,tier,score,bucket,theme,type,title,what,why,modules,effort,impact,depends_on,novelty,status,evidence,notes
R237,4 - Backlog,70,INST,Data Governance & Lineage (golden-source / point-in-time DB…,data,Track source-data revisions: revision/restatement detection on refetch,"On each refetch, diff the new vintage against the prior point-in-time vintage; when a historical value changed (FRED/WorldBank restatements) write a data_revisions row and optionally re-stamp downstream snapshots as affected.",FRED and World Bank restate history; a desk relying on a figure must know when a vendor silently revised a past observation it already acted on — an institutional revisions/restatement audit trail.,data/cache_manager.py; data/fred_feed.py; data/worldbank_feed.py; state/db.py,L,Med,"Make the parquet cache bitemporal point-in-time, not overwrite-in-place",institutional-gap,carried,"cache_manager overwrites in place so prior vintage is destroyed; DATA_PROVENANCE.md:55 WorldBank '1-2yr lag', :49 FRED — both restate; no revision ca…","impact70 feas62 fit88 nov76; the bitemporal payoff (restatement audit); higher effort, rides on the PIT cache gap | tract=large"
R238,4 - Backlog,70,INST,Reliability / Observability / SRE,feature,Build an incident-runbook engine linking alerts to response steps,"New engine/runbook.py mapping (alert_type, severity) -> ordered, versioned response steps; attach runbook_id to ShippingAlert and render the checklist in ui/tab_alerts.py and the /incidents API; cover WORKER_STALE, SOURCE_HEALTH, SLO_BURN,…","On-call response needs documented runbooks; today every alert body is 'what happened' with no 'do this', and there are zero runbook docs (grep 0) for the platform's own failure modes.",engine/runbook.py; engine/alert_engine_v2.py; ui/tab_alerts.py; worker/api_server.py,M,Med,Add a worker deadman + job-failure self-monitor alert,institutional-gap,carried,grep: 0 runbook in non-test .py; ShippingAlert (alert_engine_v2.py:33) has no action/runbook field; R051 proposes a domain playbook but not platform-…,Sharpens R051 toward platform incidents; turns alerts into response; moderate fit/novelty for SRE | tract=moderate
R239,4 - Backlog,70,INST,Enterprise Security & Identity,security,Tamper-evident audit log via hash-chaining,Add a prev_hash/row_hash chain to audit_events (record_audit computes H(prev||row)); add verify_audit_chain() + an ops_cli/API integrity check that flags any break.,An auditor/SOC2 control requires evidence the security log wasn't silently edited; an attacker with DB write must not be able to erase their tracks unnoticed.,auth/audit.py; state/migrations.py; worker/api_server.py,M,Med,,institutional-gap,carried,audit.py:32-34 explicitly 'No tamper-proof cryptographic chaining of rows'; query_audit/prune exist but no integrity verification,"closes the documented tamper-evidence gap; localized to the audit module, modest novelty for institutional log integrity | tract=moderate"
R240,4 - Backlog,68,INST,Bloomberg/Refinitiv Terminal,ux,Add Bloomberg-style mnemonic+entity parse to palette,"Parse '<mnemonic> <entity>' (TS ZIM, CASC suez) in search_index; resolve to a function-code + entity, set active_entity and route to that surface. Add chokepoints to default_entities() from chokepoint_analyzer.CHOKEPOINTS.",The entity-routing + chokepoint half is already R058; the only true novelty is the function-code mnemonic dispatch absent everywhere — Bloomberg's <ENTITY> <FUNC> GO speed model.,ui/command_palette.py; ui/url_state.py; processing/chokepoint_analyzer.py,M,Med,Build deep-linkable instrument tearsheet as the entity-first surface,institutional-gap,verified-revised,command_palette.py:388 click sets only nav_section; :274 default_entities omits chokepoints; chokepoint_analyzer.py:45 CHOKEPOINTS exists; recs R058 …,Sharpens R058 to a true function-code surface; completes the half-built entity index; high daily-use payoff | tract=moderate | Heavily duplicates R058 (recs:59); only mnemonic parser is new + hard-de…
R241,4 - Backlog,68,INST,OMS/EMS Trading Desk (Charles River / Bloomberg AIM),feature,Build daily order/intent blotter from idea-to-target deltas,"New processing/idea_blotter.py persisting daily ranked EquityIdea snapshots to a new DB table, then diffing prior-vs-today into NEW/EXIT/UPGRADE/DOWNGRADE/FLIP rows (direction + conviction Δ + driving cascade hop). Render in tab_idea_engin…","Day-over-day idea-change tracking is a genuine institutional deliverable Ship lacks (ideas rerank fresh each render). But EquityIdea has no sizing, so Δshares/BUY-SELL tickets are not buildable and c…",processing/idea_blotter.py; processing/disruption_cascade.py; state/db.py; ui/tab_idea_engine.py; delivery/briefing_tldr.py,M,Med,Persist positions to DB with versioned position ledger,institutional-gap,verified-revised,"disruption_cascade.py:451-475 EquityIdea has direction+conviction only, no shares/target_weight/side; no blotter/position module (grep=0); tab_idea_e…",impact88/feas78/fit92/nov74: the canonical morning deliverable; SHARPENS R083 with OMS order-ticket framing; reuses cascade hops | tract=moderate | OMS Δshares framing invalid — no sizing/position la…
R242,4 - Backlog,68,INST,Compliance & Surveillance (sanctions / trade surveillance /…,data,Pin sanctions/screening list version into every decision record,Stamp each screening audit row + sanctions feed snapshot with the source list's publication date/hash (data/sanctions_feed.py) so a decision is provably tied to the list state at decision time.,"Re-screening must prove which list version was used; without a pinned version, a cleared counterparty cannot be defended against a later designation.",data/sanctions_feed.py; engine/sanctions_screen.py; auth/audit.py,S,Med,Build a real OFAC/EU/UK sanctions screening engine with audit,institutional-gap,carried,No sanctions feed exists (data/ grep empty); tab_compliance.py:59 sources are static 'modeled/demo' with no version/date provenance,Small but institutionally essential provenance; rides on the screening-engine gap | tract=quick
R243,4 - Backlog,68,INST,Reliability / Observability / SRE,infra,"Add capacity-planning telemetry: DB size, queue depth, growth trends","New engine/capacity.py computing DB-file size, per-table row counts/growth, delivery-retry queue depth, snapshot-dir bytes, and projected days-to-threshold; surface in /metrics + a Worker Health panel and alert on projected exhaustion.",Capacity planning prevents the disk-full / table-bloat outage; prunes/GC exist but nothing measures growth rate or projects exhaustion — a desk can't forecast headroom.,engine/capacity.py; state/db.py; state/worker_runs.py; worker/api_server.py,M,Med,Expose a Prometheus /metrics endpoint over telemetry stores,institutional-gap,carried,scheduler.py:2014 many prune/GC jobs but no growth/size metric; grep: 0 capacity|days_to_threshold; backup_cli.py:108 counts 5 tables only at backup …,"Net-new capacity surface; builds on existing prune infra; medium impact, classic SRE discipline | tract=moderate"
R244,4 - Backlog,67,INST,Client Distribution & Entitlements (productized data produc…,feature,Add white-label branding config resolved per tenant,"Add per-org branding (name, logo, accent, sender-from) in a tenant config; thread it into delivery render (briefing_tldr/shock_digest HTML) and the report HTML/PDF so each tenant's artifacts carry their own identity.",Re-selling firms and enterprise desks require white-label delivery; today every email/report is hardcoded to the Ship steel-blue identity with no per-tenant override.,delivery/briefing_tldr.py; delivery/port_supply_shock_digest.py; utils/investor_report_html.py; state/migrations.py,M,Med,Introduce organization/tenant grouping above per-user scope,institutional-gap,carried,briefing_tldr.py:53-58 palette is module-level constants (_COLOR_STEEL etc.); no per-tenant branding lookup in any delivery renderer,"Enables reseller/enterprise channel; depends on tenant model; Med impact, lower urgency than core entitlement spine | tract=moderate"
R245,4 - Backlog,66,INST,Bloomberg/Refinitiv Terminal,ux,Add a recents/back stack for entity navigation,"Track a session ring of visited active_entity values and render a 'recent instruments' strip (and a back action) in the sidebar near the command palette, persisting last-N to kv_state per user.","Terminal users rely on a green history/back to retrace instrument hops; with deep-linking added, a recents stack makes rapid name-to-name navigation usable.",ui/url_state.py; ui/command_palette.py; state/db.py,S,Low,Add ?entity= URL routing so any instrument page is deep-linkable,institutional-gap,carried,No history/recents/back concept in ui/ (grep launchpad/recents/back = 0); palette has no memory of prior targets,New but lower impact; small UX nicety atop entity routing; rounds out the navigation model | tract=quick
R246,4 - Backlog,66,INST,Compliance & Surveillance (sanctions / trade surveillance /…,test,Add an immutability + completeness test suite for the audit log,"New tests/test_audit_integrity.py asserting hash-chain verify, prune-respects-legal-hold, every privileged action emits an audit row, and append-only triggers reject UPDATE/DELETE.",An auditor expects evidence the controls actually hold; current audit hooks have no test proving completeness or tamper-resistance.,tests/test_audit_integrity.py; auth/audit.py; engine/audit_search.py,S,Med,Add tamper-evident hash-chain to the audit log,institutional-gap,carried,record_audit hooks scattered across 8 modules (grep) but no single test asserts coverage or that the chain/holds work,Cheap assurance that the integrity controls are real; gated on the chain/holds landing | tract=quick
R247,4 - Backlog,66,INST,Reliability / Observability / SRE,feature,Add a degradation controller that sheds load on red SLOs,"New engine/degradation.py reading SLO/health state to expose a shed_feature(name) gate; wire heavy paths (LLM TLDR, live fetches) to fall back to cache/template when feeds are down or budgets are burning, recording the degradation in worke…","Graceful degradation under partial failure is institutional table-stakes; today /health merely reports 'degraded' — nothing acts on it, so a feed outage still drives full-cost code paths.",engine/degradation.py; engine/slo.py; engine/source_health.py; worker/scheduler.py,L,Med,Define SLOs with error budgets and burn-rate alerts,institutional-gap,carried,api_server.py:2138 computes degraded but only reports it; scheduler.py:488 LLM TLDR runs regardless of feed state; no shed/feature-gate primitive (gr…,Real graceful-degradation control; depends on SLO module; larger effort lowers feasibility but high SRE fit | tract=large
